Word Id,Word,Meaning,P of speech,Pronunciation
1181,"অনিষ্ট","violence","noun",
1182,"গোপন ষড়যন্ত্র","secret plot, conspiracy or council","noun",
1183,"খেয়াল-খুশী মত","as one pleases",,
1184,"গরুর পায়ের শিরা কেটে দেওয়া","to hamstring a cow","verb",
1185,"ক্রোধ","fury","noun",
1186,"জব্দ ক","to outwit, humiliate; subdue, control, overpower","verb",
1187,"রাজদণ্ড","scepter","noun",
1188,"বিচার দণ্ড","ruler's staff","noun",
1189,"সেরা","best, excellent, choice","adj",
1190,"কাচা","to wash clothes","verb",
1191,"আংগুরের রাংগা রস","'blood of grapes'; grapejuice","noun",
1192,"গাঢ়","dark in color","adj",
1193,"জাহাজ ভিবার বন্দর","a haven for ships","noun",
1194,"সিমানা","border","noun",
1195,"খেঁইয়াড়","cattle shed","noun",
1196,"বিষাক্ত সাপ","viper; poisonous snake","noun",
1197,"ঘোড়ার পায়ে ছোবল মারা","to strike (as a snake) at the heels of a horse","verb",
1198,"ঘোড়সওয়ার","a rider (on horseback)","noun",
1199,"পালটা হামলা","counter attack","noun",
1200,"বাঁধন-ছাড়া হরিণী","a doe set free","noun",
1201,"পটু","limber","adj",
1202,"হিংস্র","ravenous, fierce, cruel, wild","adj",
1203,"শিকারের পশু","prey (an animal)","noun",
1204,"খোশুর-মসলা দিয়ে রক্কা করবার ব্যবস্থা ক","to embalm","verb",
1205,"শোক প্রকাশ ক","to mourn","verb",
1206,"পার হলে গেলে পর","after passing over",,
1208,"রথ","chariot","noun",
1210,"বাসিন্দা","inhabitant, resident","noun",
1212,"আশার কথা বলা","to speak kindly, [literally, 'to speak words of hope']","verb",
1218,"কলিকা","the liver","noun",
1220,"মেরদণ্ড","?",,
1222,"চর্বিভরা","?",,
1224,"গোড়া","the bottom, or lowest part of anything","noun",
1228,"গোরব","cow-dung, muck","noun",
1230,"তরফ","?",,
1232,"স্ত্রীজাত","female, womankind",,
1233,"ছুঁইয়ে ফেলা","to throw","verb",
1235,"বুনো / বব্য","living in a forest, wil, savage","adj.",
1237,"পোষা","to bring up, to rear, to nourish, feed","verb",
1239,"ছোটখাতো প্রাণী","creatures that move along the ground",,
1240,"তাঁদের সময়কার সবাই","everyone of their time","noun",
1241,"বংশবৃদ্ধির ক্ষমতা","ability/power to increase/grow descendants or to be fruitful","noun",
1242,"প্রজা","subjects, people (under a prince)","noun",
1243,"কৌশল","a trick or strategy","noun",
1244,"কৌশল খাটানো","to deal shrewdly","verb",
1245,"আমাদের সত্রদের সংগে হাত মেলানো","to join our enemies","verb",
1246,"জুলুম করবার উদ্দেশ্যে","in order to oppress",,
1249,"মজুদ ক","to store, hoard","verb",
1253,"নিষ্ঠুর","cruel, ruthless","adj",
1254,"তেতো করে তোলা","to make (something) bitter","verb",
1255,"বংশ গড়ে তোলা","to build a family or provide descendants","verb",
1256,"জারি ক","to give an order; to enforce or introduce","verb",
1257,"নল দিয়ে বোনা","woven out of reeds (papyrus)","adj",
1259,"মেটে","mud-colored","adj",
1260,"মেটে তেল ও আল্‌কার্‌রা","tar and pitch","noun",
1261,"লেপে দেওয়া","to coat","verb",
1262,"নল বল","patch of reeds","noun",
1263,"ছেলেটির উপর শাহজাদীর খুব মায়া হ্ল","the princess felt very sorry for the boy",,
1264,"শাহজাদী","princess","noun",
1265,"মায়া","affection, compassion; can also mean 'witchcraft' or 'illusion'","noun",
1266,"মারধর ক","to beat","verb",
1267,"জানাজানি","made public","adj",
1268,"গামলা","basin, big bowl","noun",
1269,"পরদেশ","foreign country","noun",
1271,"কাতর হয়ে হাহাকার ক","to groan and cry out in distress and sorrow","verb",
1272,"কাতর","distressed; stricken with sorrow","adj",
1273,"হাহাকার ক","to lament, bewail","verb",
1274,"কাতর স্বর","distressed sound; a cry","noun",
1275,"স্বর","sound, voice; vowel","noun",
1278,"চাওয়া","can mean 'to look' or 'to see' as well as 'to want'","verb",
1279,"মূসা","Moses","name",
1280,"শোয়াইব","'Jethro'","name",
1281,"রূয়েল","'Jethro'","name",
1282,"তুল","'Horeb'","name",
1283,"ঝোপ","bush","noun",
1284,"পূড়ে যাওয়া","to burn up","verb",
1286,"এড়ানো","to avoid; escape; evade; ignore; make free","verb",
1287,"নজর এড়ানো","to escape one's notice","verb",
1288,"আমি এমন কেউ নই","I am not really anyone; 'Who am I?'",,
1289,"যিনি","'I am who I Am.'",,
1290,"ব্রদ্ধ নেতা","elders","noun",
1291,"খেয়াল","[A] consciousness, carefulness; understanding","noun",
1292,"আমার খেয়াল আছে","I have noticed, I am aware",,
1293,"কুদরত","[A] power of doing miracles; creative skill","noun",
1294,"কেরামতী / কেরামত","[A] power of doing miracles; supernatural feat; a miracle; power; influence","noun",
1295,"দয়ার মনোভাব","attitude of favor; state of being favorably disposed to (someone or something)","noun",
1298,"হাত বাড়ানো","to stretch out one's hand","verb",
1299,"লেজ","tail","noun",
1300,"ধরা","to take hold of, to catch","verb",
1302,"কাপড়ের ভাঁজ","a fold of cloth","noun",
1303,"চর্মরোগ","leprosy, skin disease","noun",
1304,"তুষার","snow","noun",
1305,"তুষারের আস্তর","lining/covering of snow","noun",
1306,"দাম দেওয়া","to pay attention, [literally, 'to give a price to', i.e. give value to]","verb",
1307,"মুখে কথা আটকে যাওয়া","to be hesitant in speaking, [literally, 'to have words stick in the mouth']","verb",
1308,"আমার জিভ ভারী","I have trouble speaking, [literally, 'my tongue is heavy']",,
1309,"বয়রা","deaf","adj",
1310,"রাগে জ্বলে উঠা","to burn with anger","verb",
1311,"হারুন","Aaron","name",
1313,"সহিসালামতে","safely and soundly","adv",
1314,"মন কঠিন করে দেওয়া","to make (someone's) heart hard","verb",
1315,"মুখামুখি","face-to-face / altercation","adj / noun",
1316,"ধারালো","sharp","adj",
1317,"ধারালো পাঠর","sharp stone; flint knife","noun",
1318,"পরুষাংগের সামনে চামড়া","foreskin","noun",
1319,"ছুঁইয়ে","to touch","verb",
1320,"রক্তপাত ক","to bleed","verb",
1321,"দুঃখ-দুর্দশা","misery","noun",
1322,"দুঃখ","sorrow, woe","noun",
1323,"দুর্দশা","adversity; hard times","noun",
1324,"সেকদা ক","to bow down and worship","verb",
1325,"বান্দা","person; servant","noun",
1326,"ঈদ","festival","noun",
1327,"মহামারী","plague","noun",
1328,"সরিয়ে দেওয়া","to remove something from its place","verb",
1329,"জুলুমবাজ","slave driver","noun",
1331,"যোগাড় ক","to supply","verb",
1332,"হৈ-চৈ ক","to cry out","verb",
1333,"অমানবিক","inhuman; inhumane","adj",
1334,"মানবিক","human; humane","adj",
1335,"নাড়া","stubble","noun",
1337,"তাড়া দেওয়া","to pressure to hurry or go faster","verb",
1338,"কুঁড়ে","adverse to work; lazy","adj",
1339,"দুর্গন্ধের মত করে তোলা","to make someone or something like a bad smell","verb",
1341,"দ্বীন","[A] faith; religion","noun",
1342,"সর্বশক্তিমান আল্লাহ্‌","God Almighty","name",
1343,"মাবুদ","Lord","name",
1344,"ব্যবস্তা স্থাপন ক","to establish a covenant","verb",
1345,"বোঝার তলা","yoke","noun",
1346,"কসম খাওয়া","to swear (as an oath)","verb",
1348,"মন-মরা হয়ে পড়া","to become discouraged, depressed, dejected","verb",
1349,"জড়ানো","(here) to become indistinct or fumbled; become tangled","verb",
1350,"গোষ্ঠীর বংশ-পিতা","clan? father, ancestor, or head of a tribe/family","noun",
1351,"বংশ তালিকা","family record","noun",
1352,"বংশের প্রধান লোক","head of a family/clan/tribe","noun",
1353,"মন কঠিন ক","to make (someone's) heart hard","verb",
1354,"হাত তোলা","to stretch out or raise one's hand(s)","verb",
1355,"গুণিন / গুনিন","wisemen; astrologer; exorcist; one who has power over spirits","noun",
1356,"নেশা","[A] intoxication, addiction, fascination","noun",
1357,"নেশার জিনিস","fascinating things?","noun",
1358,"কুহকী","magician, wizard or sorcerer","noun",
1359,"জাদুকর","magician, sorcerer","noun",
1361,"মন্ত্র","sacred speech, mystical verse","noun",
1363,"জাদুমন্ত্রের জোর","the power of magic spells or incantations","noun",
1364,"মন কঠিন হয়ে রওয়া","to have one's heart remain hard","verb",
1365,"গিলা / গেলা","to swallow, devour","verb",
1366,"গিলে ফেলা","to swallow up","verb",
1367,"গজব","[A] punishment from God","noun",
1368,"মন শক্ত হয়ে থাকা","to have one's heart remain strong, firm, unyielding","verb",
1369,"হাতখানা বাড়িয়ে ঘুরিয়ে আনা","to stretch out one's hand and move it in a sweeping motion over something before bringing it back to oneself?","verb",
1370,"এমন কি","even",,
1371,"জমা করে রাখা পানি","reservoir, [literally, 'water that has been stored up']","noun",
1372,"ষেয়াল ক","to take notice; pay attention to; heed","verb",
1373,"খোঁড়া","to dig in soil; excavate","verb",
1374,"ইৎপাত","nuisance; act of God","noun",
1375,"ময়দা মাখবার পাত্র","kneading trough","noun",
1376,"উপর গিয়ে উঠা","to go up onto","verb",
1377,"ছেয়ে ফেলা","to cover up","verb",
1378,"ছাওয়া","to cover a roof; to spread or expand","verb",
1379,"জড়ো ক","to collect; heap together","verb",
1380,"ঝাঁকে-ঝাঁকে","in swarms or flocks","adv",
1381,"সর্বনাশ","complete loss; great danger; ruin; destruction","noun",
1382,"ঘৃণ্য ক","to detest, hate","verb",
1383,"ফাঁকি","deception; fallacy; fraud","noun",
1384,"ফাঁকি দেওয়া","to act deceitfully","verb",
1385,"পশু","animals, livestock","noun",
1386,"এক কথায়","‘in a word’ [in other words, ‘totally’ or ‘to sum it up’, etc.]",,
1387,"শীঘ্র","quick, swift / quickly, swiftly","adj / adv",
1388,"ফোড়া","boils","noun",
1389,"মুঠো","handful","noun",
1390,"কালি","soot","noun",
1391,"ছোঁড়া / ছুঁড়া","to throw, hurl","verb",
1392,"ছুঁড়ে দেওয়া","to toss, throw","verb",
1393,"মিহি","fine, finespun; soft, faint, finely pulverized","adj",
1394,"শিলাবৃষ্টি","hail","noun",
1395,"প্রচারিত হ","to be proclaimed, preached","verb",
1396,"গোণা","to stand someone or something up in a certain place (?)","verb",
1397,"ভয়ংকর","worst; terrible, dreadful, aweful, horrible","adj",
1398,"আশ্রয়ের জায়গা","place of shelter","noun",
1399,"গাছ-গাছ্‌ড়ে","all plant life collectively","noun",
1400,"মাঘ গর্জন ক","to thunder","verb",
1401,"বাজ পড়া","to lightning, for lightning to flash","verb",
1403,"বিদ্যুৎ চম্‌কানো","to lightning, for lightning to flash","verb",
1404,"দুনিয়াটা মাবুদেরি","‘the earth is the Lord’s’",,
1405,"মসীনা","flax, linen","noun",
1406,"যব","barley, oats","noun",
1407,"সরস","juicy","adj",
1408,"সরস গম","wheat","noun",
1409,"নীরস গম","spelt","noun",
1410,"মুষলধারা বৃস্টি","torrential (i.e., very hard) rain, [literally, ‘rain like the pounding of a mortar and pestle’ (?)]","noun",
1411,"মুষল","pestle","noun",
1412,"পংগ","locust","noun",
1413,"বোকা","fool, idiot / stupid","noun / adj",
1414,"বানানো","to bake, make, create, build; also to ‘cause to appear as’","verb",
1415,"মাথা নোয়াতে অস্বীকার ক","to refuse to humble oneself","verb",
1416,"আস্বীকার ক","to deny, reject","verb",
1417,"নোয়ান / নুয়ানো","to bend; to cause to bend forward or stoop or bow; (fig.) to cause to submit or yield","verb",
1418,"নত হ","to yield, bow, bend; submit","verb",
1419,"নত ক","to bring someone to his knees","verb",
1420,"রাজী হ","to agree","verb",
1421,"ঢেকে ফেলা","to cover completely","verb",
1423,"বাপ-দাদা","forefathers","noun",
1424,"এমন হতে দেখা","to see something like this happen","verb",
1425,"ফাঁদ হয়ে থাকা","to continue being a snare, trap","verb",
1426,"তাড়িয়ে দেওয়া হওয়া","to be driven out or away from","verb",
1427,"বাড়িয়ে ধরা","to stretch out (and hold?)","verb",
1428,"পূর্ব","east","noun",
1429,"অসংখ্য","uncountable","adj",
1430,"সবুজ বলতে কিছু রইল না","literally, ‘nothing remained that could be called green’ (?)",,
1431,"ছায়া","shadow, shade","noun",
1432,"মোড়","a turn, bend, crossing","noun",
1433,"ঘুরানো","to cause to turn or spin","verb",
1435,"হাত দিয়ে ছোঁইয়ার মত অন্ধকার","darkness that can be felt","noun",
1436,"খুর","hoof","noun",
1437,"মরণ","death","noun",
1438,"নাজেল ক","to cause to descend; bring about","verb",
1439,"নাজিল হ","to alight, descend, fall, come down, (e.g. ‘revealed’ Scripture)","verb",
1440,"একেবারে তাড়িয়ে বিদায় ক","to drive out or away completely","verb",
1441,"চেয়ে নেওয়া","to ask for (and take?)","verb",
1442,"দয়া ভাব জাগিয়ে দেওয়া","to awaken a feeling of compassion or good favor","verb",
1443,"মাঝামাঝি","midnight","noun",
1444,"জাঁতা","handmill","noun",
1445,"বাদ","[A] exception, exclusion, omission","noun",
1446,"বাদ যাওয়া","to be excluded, omitted","verb",
1447,"রোল","noise, cry, uproar","noun",
1448,"রেগে আগুন হ","to become ‘fiery’ with anger","verb",
1449,"উদ্ধার ঈদ","Passover, [literally, ‘Festival of Salvation’]","name",
1450,"কর্তা","master; head of family, boss; owner","noun",
1452,"খাঁত","blemish","noun",
1453,"বেলা ডুবে যাওয়া","to become dark","verb",
1454,"জবাই ক","to slaughter","verb",
1455,"চৌকাঠ","doorframe","noun",
1456,"সেঁকা","to roast","verb",
1458,"তেতো শাক","bitter herbs","noun",
1459,"ফেলে রাখা","to leave (something) lying","verb",
1460,"গুটানো","to roll up, wind (eg., ball of string), pull up, fold","verb",
1462,"উদ্দেশ্য","aim, motive, meaning; subject of sentence, purpose","noun",
1463,"উদ্দেশ","aim, destination, existence of somebody or something","noun",
1464,"রেহাই পেয়ে যাওয়া","to receive protection","verb",
1465,"বাদ দিয়ে এগিয়ে যাওয়া","‘to pass over’, to make exception and go on","verb",
1466,"স্মরণীয় দিন","day of remembrance, Commemoration Day","noun",
1467,"বংশের পর বংশ ধরে","for generations; generation after generation","adv",
1468,"পালন ক","to celebrate, observe, follow","verb",
1469,"সরিয়ে ফেলা","to remove (something) (eg., from your house)","verb",
1470,"মুছে ফেলা হ","‘to be cut off’, to be wiped out","verb",
1471,"পবিত্র মিলন-মাহফিল","sacred assembly","noun",
1472,"তোমরা যেখানেই ঠাক না কেন","no matter where you live; wherever you live",,
1474,"গোছা","a bunch (eg., flowers, branches, etc.)","noun",
1475,"ডাল","branch","noun",
1476,"রোল পড়ে যাওয়া","for a loud cry or wailing to go out or to be heard","verb",
1477,"তাগাদা দেওয়া","[A] to urge repeatedly","verb",
1478,"মেশানো","to mix","verb",
1480,"মিসরীয়","Egyptian","adj/noun",
1481,"অধিকার করে নেওয়া","to take as one’s own; to ‘plunder’","verb",
1482,"তাড়াহুড়ো","haste","noun",
1483,"ছাড়া","to leave behind, without","verb",
1484,"বের হয়ে আসা","to come out of","verb",
1485,"জেগে কাটানো","to spend (time) awake","verb",
1486,"কাটানো","to pass or spend","verb",
1487,"অধি-","denoting prominence, authority, domination, superiority","prefix",
1488,"আমার উদ্দেশ্যে","in consecration to me (?)","adv",
1490,"সাত দিনের দিন","the seventh day","noun",
1492,"নির্দিষ্ট সময়","appointed time","noun",
1493,"ছাড়িয়ে নেওয়া","to redeem (a posession, etc.)","verb",
1494,"গাধা","donkey","noun",
1495,"ঘাড়","neck","noun",
1496,"ভেংগে দেওয়া","to break","verb",
1497,"একগুঁইয়েমি","obstinancy, wilfulness","noun",
1498,"একগুঁইয়েমি ক","to be stubborn","verb",
1499,"স্মরণ-চিহ্ন","a sign of remembrance","noun",
1500,"মনে চইয়ে দেওয়া","to remind (of something)","verb",
1502,"মন বদলানো","to change one’s mind","verb",
1503,"কসম খাইয়ে নেওয়া","to make (someone) swear (an oath)","verb",
1505,"কিনারা","edge","noun",
1506,"ছাউনি ফেলা","to camp, to set up camp (somewhere)","verb",
1507,"নির্দিষ্ট","fixed; not changeable","adj",
1509,"ছাড়ানো","to obtain the release of; to cause to give up or quit; to peel the skin off of","verb",
1511,"তাড়া","1. rebuke 2. sudden fright 3. a chase 4. urgency 5. act of hurrying 6. pressure for hurrying","noun",
1512,"আট্‌কা পড়া","to be hemmed in; to be trapped","verb",
1513,"গোলাম","slave","noun",
1515,"বাছাই ক","chosen, selected, choice","adj",
1519,"আলোময়","lighted; luminous","adj",
1520,"ডানে-বাঁইয়ে","on the right and on the left","adv",
1521,"বিশৃঙখলা","wild, confused, without discipline","adj",
1522,"ছুটাছুটি ক","to run from one place to another","verb",
1523,"ডুবিয়ে দেওয়া","to cover with water, drown, submerge","verb",
1524,"একজনও আর বেঁচে রইল না","not even one survived",,
1526,"বেড়ে যাওয়া","to increase","verb",
1527,"বীর যোদ্ধা","heroic warrior (?)","noun",
1528,"তলা","that which is underneath or on the bottom, footstool","noun",
1531,"খড়কুটা","stubble","noun",
1532,"নিঃশ্বাস","breath","noun",
1533,"ঝাপ্টা","gust (as of wind)","noun",
1535,"অথই / অথৈ","very deep","adj",
1536,"জমাট","congealed, frozen, coagulated","adj",
1537,"জমাট বাঁধা","to freeze, coagulate, thicken, congeal","verb",
1538,"নিজেকে পূর্ণ করে নেওয়া","to fill/stuff/gorge oneself","verb",
1539,"ফুঁ","a whiff, a puff (of air)","noun",
1540,"ফুঁ দেওয়া","to blow a whiff or puff of air","verb",
1541,"বহানো","to cause to flow or run (eg., to cause air to flow out)","verb",
1542,"সীস / সীসা / সীসে","lead [the metal]","noun",
1543,"দেবতা","a god","noun",
1545,"কেরামতীর কুদরতী","‘wonderful works’ (?)","noun",
1547,"অটল","unshaken, firm, resolute","adj",
1548,"মহব্বত","love","noun",
1550,"ছাড়িয়ে আনা","to redeem (someone or something)","verb",
1551,"চালিয়ে নেওয়া","to guide (someone)","verb",
1552,"বাসস্থান","dwelling","noun",
1553,"দারশ","very, excessive, severe, terrible","adj",
1556,"দিশেহারা","lost, puzzled, confused","adj",
1557,"শেষ না হওয়া পর্যন্ত","until (it) is finished",,
1559,"গড়া","established","adj",
1560,"যুগ যুগ ধরে","forever and ever; from age to age","adv",
1561,"মহিলা-নবী","prophetess","noun",
1563,"মরুদ্যান","an oasis","noun",
1565,"সুস্থতা দান ক","to heal","verb",
1566,"ঝর্ণা","spring","noun",
1567,"বেহেশতী খাবার","heavenly food, food from heaven","noun",
1568,"ঝরা","to fall in drops","verb",
1569,"ঝরে পড়া","to fall down in drops (like rain)","verb",
1570,"সামনে এগিয়ে যাওয়া","to come before or in front of","verb",
1571,"ভারুই পাখী","quail","noun",
1572,"ছেয়ে ফেলা","to cover","verb",
1574,"শিবির","encampment","noun",
1576,"ঢাকা পড়ে যাওয়া","to be covered","verb",
1577,"মিলিয়ে গিয়ে","to disappear, [literally, ‘to mix together perfectly with something’]","verb",
1578,"মাছের আঁশ","scales of a fish","noun",
1579,"দেখা যাওয়া","to appear","verb",
1580,"কুড়ানো","to gather, pick up, glean","verb",
1581,"দরকার মত","according to what is needed","adv",
1582,"কড়া হ","to become harsh","verb",
1583,"গলে যাওয়া","to melt","verb",
1584,"হুকুম","command","noun",
1585,"নির্দেশ","instruction","noun",
1586,"অমান্য ক","to disregard, disobey","verb",
1587,"আকার","shape","noun",
1588,"ধনে বীজ","coriander seed","noun",
1589,"সাদাটে","white","adj",
1590,"মান্না","‘manna’","noun",
1592,"ওমর","‘omer’ [a measurement of weight equivalent to 1.8 kg]","noun",
1593,"পরীক্ষা ক","to test","verb",
1594,"পিপাসা","thirst","noun",
1596,"কাতর হ","to be overwhelmed with","verb",
1597,"পাথর মারা","to stone (someone)","verb",
1598,"মঃসা","Massah","name",
1600,"পাহাড়ের চুড়ায়","on top of the hill; peak",,
1601,"হাত তুলে রাখা","to hold up one’s hands","verb",
1602,"জয়ই হওয়া","to win; to be victorious","verb",
1603,"নামানো","to lower","verb",
1604,"আমালেকীয়","Amalekite","name",
1605,"হারিয়ে দেওয়া","to overcome; defeat","verb",
1606,"বইয়ে","in a book, register, ledger, scroll",,
1607,"ইয়াহ্‌ওয়েহ-নিঃষি","Yahweh Nissi","name",
1608,"পতাকা","flag; banner","noun",
1609,"হয়রত শোয়াইব","Jethro","name",
1612,"গের্শোম","Gershom","name",
1613,"ইলামীয়েষর","Eliezer","name",
1614,"সহায়","ally, helper, companion","noun",
1615,"উবুড় হ","to bow down","verb",
1617,"চুম্বন ক","to kiss","verb",
1618,"একে আন্যের","each other’s",,
1619,"খবরাখবর","exchange of information; inquiries about something; rumour","noun",
1620,"যাত্রাপথে","along the way",,
1621,"কষ্টের কথা","(words) about trouble or hardship",,
1622,"উপকার","good things","noun",
1624,"মহান","great","adj",
1625,"পোড়ানো-কোরবানী","burnt offering","noun",
1626,"উপদেশ","command, advice, instruction","noun",
1627,"ঝগড়া-বিবাদ","quarrel; [each of these words by themselves also mean ‘quarrel’]","noun",
1628,"ভারী","heavy (here, referring to responsibility)","adj",
1629,"তোমার একার পক্ষে","for you alone",,
1630,"তা করা সম্ভব নয়","it is not possible to do",,
1631,"বরং","rather; instead",,
1633,"হুঁশিয়ার ক","to warn, give notice, to caution","verb",
1634,"যোগ্য","suitable, capable, worthy","adj",
1635,"বেছে নেওয়া","to select, to choose","verb",
1637,"সত্যবাদী","trustworthy, truthful, speaking truth","adj",
1638,"অন্যায় লাভ ঘ্‌ণা ক","to ‘hate dishonest gain’","verb",
1640,"কাউকে","someone; anyone",,
1641,"কাউকে কাউকে","some (people), collectively",,
1642,"কাউকে কাউকে দশের উপর","(to appoint) some (people) over tens (i.e., groups of ten)","verb",
1643,"বোঝা","load, burden","noun",
1644,"বইবে","to endure, carry, bear; flow, run (eg. wind, river)","verb",
1645,"ছোটকাটো ব্যাপার","simple case/matter","noun",
1646,"মীমাংসা","solution of a problem; settlement/arbitration of dispute; decision; compromise","noun",
1647,"তুর পাহাড়","Mt. Sinai","name",
1649,"ঈগল পাখীর ডানার বয়ে নেবার মত করে","like an eagle carrying (someone/something) on its wings",,
1650,"ব্যবস্তা স্থাপন ক","to keep a covenant","verb",
1651,"বিশেষ সম্পত্তি","treasured possession","noun",
1653,"পাক-সাফ ক","to consecrate, cleanse, make holy","verb",
1654,"সীমানা","border, boundary","noun",
1655,"ছোঁয়া","to touch","verb",
1656,"হত্যা ক","to kill","verb",
1657,"তীর","arrow","noun",
1658,"বেঁচা থাকতে দেওয়া","to allow to live","verb",
1659,"কেবলমাত্র","only",,
1660,"একটানা","continously, incessantly, without a break","adv",
1661,"কতক্ষণ","for a long time","adv",
1662,"একটানা কতক্ষণ","continously for a long time (?)","adv",
1664,"বাজানো","to play (eg. instrument, or something that makes a sound, like a horn, etc.)","verb",
1665,"স্ত্রীর সংগে মিলিত হ","to have sexual relations with one’s wife","verb",
1666,"মাঘের গর্জন","thunder","noun",
1667,"চম্‌কানো","to give out a sudden bright light; to flash; to be struck with wonder or fear","verb",
1668,"বিদ্যুৎ চম্‌কানো","to lightning, for lightning to strike","verb",
1670,"ধোঁইয়ার ঢেকে জাওয়া","to be covered with smoke","verb",
1671,"ডিংগিয়ে","to cross by leaping/jumping over; to leap/jump over","verb",
1674,"মূর্তি","idol","noun",
1675,"উপরকার","of the top, pertaining to the top of",,
1678,"এবাদত","worship","noun",
1679,"তৃতীয় ও চতুর্থ পুরুষ পর্যন্ত","till the third and fourth generation",,
1680,"বুক ভরা দয়া","love; [literally, ‘chest full of kindness’ (?)]","noun",
1681,"বাকে উদ্দেশ্যে","for a vain purpose",,
1682,"বাজে","trashy; worthless; vulgar; vain, nonsense","adj",
1683,"মোট কথা","‘the sum and substance’; ‘the long and the short of it’",,
1684,"কারও কোন কাজ ক","anyone doing any work","verb",
1685,"সাক্ষি","testimony, ‘covenant’","noun",
1686,"ঘর-দুয়ার","house","noun",
1687,"দুয়ার","door; gate","noun",
1688,"লোভ ক","to covet","verb",
1689,"পরীক্ষার মথ্যে ফেলা","to test (someone)","verb",
1690,"ভয়ের ভাব","attitude of fear or reverence","noun",
1691,"গুনাহ্‌","sin","noun",
1692,"দাঁড় ক","to set up; to cause to stand","verb",
1693,"দেব্‌-দেবী","gods (male and female)","noun",
1694,"যোগাযোগ-কোরবানী","fellowship offering","noun",
1696,"স্মরণ করিয়ে দেওয়া","to cause to remember","verb",
1698,"যন্ত্র","tool, machine, instrument","noun",
1699,"পাতি","meaning ‘small’","suffix",
1700,"নাপাক করে ফেলা","to defile; to make unclean","verb",
1701,"সিঁড়ি","steps; stairs","noun",
1702,"উলংগতা","nakedness","noun",
1703,"প্রকাশ পাওয়া","to be exposed","verb",
1704,"শূমারী","n. Counting; calculation; enumeration; numbering; estimate.",,
1705,"বালাক","Balak",,
1706,"বালাম","Balam",,
1709,"জেরিকো","Jericho",,
1713,"সিপ্পোর","Zippor",,
1715,"চেঁছেপুঁছে","(adv) by licking a plate or dish or any similar object dry; by licking up entirely",,
1716,"কাজেই","ad. Consequently ; so ; therefore",,
1719,"পথোর","Pethor",,
1723,"ভাগ্য","n. Fate ; luck ; chance ; fortune.",,
1724,"গণনা","n. Reckoning ; calculating ; counting ; calculation ; enumeration ; accepting ; prediction.",,
1725,"ভাগ্য গণনা","(NIV) ‘divination’",,
1726,"মাদিয়ান","Midian",,
1727,"দোয়া-পাওয়া","blessed",,
1730,"অধিকারী","n. Proprietor; owner; master; lord; possessor; authority; title of  Hindu; proprietor of an opera.",,
1731,"গদি","Mattress ; cushion ; seat, saddle","noun",
1732,"সরু","thin, narrow, fine",,
1733,"ঘষা","v. Rub ; polish ; file ; grind.",,
1734,"উবুড়","a. Lying with the face downwards ; prostrate ; reversed ; prone.",,
1735,"এতক্ষণে","ad. By this time ; so long.",,
1736,"অর্ণোন","Arnon",,
1737,"তলব","n. Call; summon; demand; request; salary.",,
1738,"কিরিয়ৎ-হুষোৎ","Kiriath Huzoth",,
1739,"বামোৎ-বাল","Bamoth Baal",,
1741,"অপকার","n. Injure ; harm ; wrong ; mischief ; disservice.",,
1742,"লক্ষ্য ক","Observe; notice; aim at; make an aim.",,
1743,"সৎ","a. Good; honest; being; existent; real; true:-n. being; entity.",,
1744,"পিস্‌গা","Pisgah",,
1745,"সোফীম","Zophim",,
1746,"ওয়াদা","a pledge, promise","Noun",
1747,"জাদুবিদ্যা","n. Magic ; jugglery.",,
1748,"খাটা","v. Labour ; toil ; serve ; work ; fit ; suit ; operate ; be invested ; apply.",,
1749,"জাদুবিদ্যা খাঁটা","v. to work ‘sorcery’ (NIV)",,
1750,"মন্ত্রতন্ত্র","n. Charms and spell.",,
1751,"সিংহী","n. fem. Lioness.",,
1752,"তোলা","v. raise; lift up; elevate; draw (as a picture); draw out; extract (as a tooth); pluck (as flowers)",,
1754,"তুলে ধরা","v. to ‘arouse’ (NIV)",,
1755,"পিয়োর","Peor",,
1757,"যিশীমোন","???",,
1758,"জাদুমন্ত্র","Head Magician","name",
1759,"জাদু","Charm ; spell ; magic.","noun",
1762,"ঠুলি","n. Blind; blinker; hoodwink; cover.",,
1764,"অগুরু","n. A kind of fragrant wood ; aloe wood.",,
1766,"ভারে বওয়া","to bear a burden, to suffer","verb",
1769,"উপচানো","v. Over-flow ; run over ; boil over.",,
1770,"অগাগ","Agag",,
1771,"গেলা","v. Swallow ; devour.",,
1772,"বিঁধা","v. Perforate ; bore ; pierce ; prick ; gripe ; run through ; pervade.",,
1773,"গুঁড়ি","n. Trunk of a tree ; flour ; powder ; meal.",,
1774,"জাগা","v. Wake up ; awake ; rise from sleep ; appear.",,
1775,"চাপড়া","n. Clod ; turf.",,
1778,"চুরমার","a. Broken to pieces ; crumbled down.",,
1780,"সেয়ীর","Seir (NIV)",,
1781,"দখল","n. Possession; occupancy; occupation; command; proficiency; mastery.",,
1783,"কেনীয়","Kenites (NIV)",,
1785,"সাইপ্রাস","Kittim (NIV); Cyprus?",,
1787,"দমন","check; control; restraint; repression; punishment; subjugation (as an enemy or the passions).","noun",
1788,"আশেরীয়","Asshur (NIV)","name",
1789,"আবেরীয়","Eber (NIV)",,
